epoch,accuracy,loss,val_accuracy,val_loss
0,0.08151073,3.3822974241772434,0.5089857578277588,1.5978704690933228
1,0.4734043,1.7573258402501053,0.8074224591255188,0.3733612596988678
2,0.6861459,0.9815756320175695,0.848781406879425,2.4953060150146484
3,0.75949526,0.7500197226136539,0.8857090473175049,0.6806973814964294
4,0.796982,0.6358907192919899,0.8913097381591797,0.12874741852283478
5,0.82119143,0.5640531965125783,0.9106351733207703,0.03741775453090668
6,0.8383279,0.5114608951517953,0.906265377998352,0.38374605774879456
7,0.84933907,0.4755682819479269,0.9115583896636963,1.0040374994277954
8,0.8590558,0.444570804016145,0.9126046299934387,0.23770610988140106
9,0.8666816,0.4208615253735254,0.9181438088417053,0.6317364573478699
10,0.8736618,0.39956353658648774,0.9204210042953491,0.08400540798902512
11,0.8795159,0.38260642628953695,0.9225751161575317,0.014499712735414505
12,0.88358456,0.3704959958037721,0.933407187461853,0.0999210998415947
13,0.88659227,0.35639219370810515,0.9281758069992065,1.0459339618682861
14,0.8912652,0.34610696463395596,0.9339610934257507,0.32984256744384766
15,0.8939159,0.3369627635047927,0.9250369668006897,0.0020372814033180475
16,0.89682746,0.32521717360564567,0.9316223859786987,0.02332334592938423
17,0.8996532,0.3181494408487762,0.9330379366874695,0.0031343544833362103
18,0.90261286,0.3103332776025961,0.9332841038703918,0.02080690674483776
19,0.9040069,0.30367617286821674,0.9217749834060669,0.04811885207891464
20,0.90565836,0.29864055885857393,0.9414697289466858,0.0001398541935486719
21,0.90730643,0.2928838577092717,0.9370384216308594,0.08287391811609268
22,0.90958285,0.2871681303889231,0.9363614320755005,1.1892706155776978
23,0.9111382,0.28313121209613373,0.9405465722084045,0.1447872519493103
24,0.9118077,0.2775845161504692,0.9327301979064941,0.0003534552815835923
